Latitude;Longitude;rp100;rp1000
44,8362949;11,5713406;0,33877483;0,490816951
40,0129388;18,1485894;0;0
40,2679664;18,0378202;0;0
44,2161368;12,0093;0;0
42,7542146;13,9418356;0,546973586;0,748734713
45,0474528;11,5832473;0,591269374;0,722941756
40,2876122;17,9896712;0;0
42,9188423;12,0897158;0;0
42,7451066;13,8791282;0;0
40,0524234;18,1192479;0;0
40,1738504;18,1634449;0;0
47,5758597;13,7617408;0;0
45,792734;13,0632035;0,118064754;0,148905128
47,33359909;13,29632759;0;0
51,4729686;11,9021621;0,369944781;0,49198103
46,6606267;9,1858126;0;0
40,1070078;18,1115614;0;0
44,9214181;-0,6275125;0,835908592;1,194686651
41,3730871;-8,4353296;0,587377369;0,806826472
40,7498476;-8,0023586;0;0
42,41763;12,34438;0;0
45,6074676;7,3490616;0;0
45,7330427;9,7464114;0;0
47,71838497;13,52644639;0;0
48,632972;-2,0824541;0,025738245;0,030283345
47,5526136;13,5098438;0;0
42,5832594;12,7682013;1,110166907;1,432329655
43,3121967;10,5172926;0,256779879;0,337213695
42,5210949;12,5210347;1,110166907;1,432329655
42,545775;12,524853;1,110166907;1,432329655
40,2074554;-8,4259624;0;0
44,8909444;11,397447;0,518774867;0,670816958
41,4212128;-8,724874;0,587377369;0,806826472
43,461677;3,3829397;0;0
38,2673076;-104,6258877;0,655320764;1,060423374
47,2349105;13,2215366;0;0
47,9961942;8,0650605;0;0
44,1983542;-72,5276845;0;0
44,39618521;-72,67649819;0;0
42,55391;12,67174;1,110166907;1,432329655
40,3630749;-7,643977;0;0
47,977279;14,2706287;0;0
46,7424;8,98652;0;0
46,9577083;-56,5330726;;
45,7699989;9,7831365;0;0
-20,9306955;167,2812575;0;0
46,584537;-81,3592968;0,137548268;0,196136951
47,9942864;13,7903063;0;0
47,9871465;13,8061626;0;0
44,1251672;4,0554228;0;0
45,98981;10,10041;0;0
48,6369804;13,8228821;0;0
43,970724;4,8438889;1,910928965;2,209467888
48,08336;14,3779;0;0
47,2481532;6,6725249;0;0
48,00237;13,60796;0;0
38,2799344;-104,6337146;0,655320764;1,060423374
45,99653;12,3;0;0
39,9999409;-105,1211913;0;0
40,2288202;-8,4513795;0;0,033486128
41,6895687;12,620215;0;0
40,5244516;-7,345044;0;0
41,9101776;12,4659587;1,110166907;1,432329655
43,3893218;3,4622674;0,330408067;0,431057632
48,2176068;14,1503549;0,684155405;1,153080463
45,99764;12,29631;0;0
48,6408919;9,6172406;0;0
43,4709669;3,4717148;0,330408067;0,431057632
43,3625077;3,4688688;0,330408067;0,431057632
45,5352576;4,2597594;0;0
48,7312011;0,5391368;0;0
53,4177771;-3,0240295;0,374026656;0,544215322
48,22105;14,23712;1,228704214;1,646188736
48,139502;14,2878241;0;0
47,8916462;14,2506463;0;0
48,2446769;14,2220926;1,228704214;1,646188736
48,2160691;14,1537279;0,684155405;1,153080463
48,1140474;13,9991906;0,684155405;1,153080463
43,1430019;6,0186609;0,192397028;0,264574528
47,2353573;13,1911749;0;0
48,0242946;13,743045;0;0
48,03825;13,99443;0;0
40,7470754;-8,0792978;0;0
48,1021539;13,1334053;0;0
48,00372;13,92292;0;0
48,1279876;13,9032342;0;0
48,2677863;14,2508356;1,228704214;1,646188736
40,7048171;-7,5952663;0;0
46,7427512;8,7729038;0;0
41,31077;-7,75884;0;0
37,9976026;-7,9514613;0;0
47,6909391;14,040899;0;0
44,212902;4,629672;1,473132372;1,789468884
40,6556486;-74,3217015;0;0
40,5688814;-74,6150818;0,71612978;0,899075449
48,2933365;14,288362;1,228704214;1,646188736
46,6404522;11,7099875;0;0
48,1703526;14,474762;0,940517962;1,512071729
48,0584471;14,0970949;0;0
48,5716651;13,9849569;0;0
47,99627;14,26008;0;0
48,2061074;14,3746358;0,405663848;0,688385963
42,817386;-73,985913;1,036418796;1,464383483
47,94567;14,35688;0,716950059;0,87151897
46,9696838;9,6917638;0;0
48,32362;14,18852;1,228704214;1,646188736
47,9736589;13,6008301;0;0
47,9532693;13,5847534;0;0
48,00206;13,48482;0;0
48,064372;12,7785308;1,238927841;1,535042286
48,3547889;14,4113137;0;0
46,3305236;9,9959558;0;0
47,639458;13,7544975;0;0
47,8418539;14,3916209;0;0
46,7654281;9,1693625;1,146898746;2,688161612
41,3929502;14,964639;0;0
42,4542121;-71,6458678;0;0
53,5439689;9,9410106;0,366942436;0,469986558
-21,1912669;163,5999;;
53,5790592;-0,0601363;0;0
41,8384154;-8,6140747;0;0
40,0547254;-2,1447205;0;0
47,045604;-56,330838;0,507095098;0,748962402
41,2484558;15,2464887;0;0
37,1718448;-3,0348941;0;0
41,8382351;-1,178048;1,117426872;1,499854565
43,7131165;7,3082798;0,59120369;0,830731273
40,5111587;-8,6979987;0;0
